name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2023-03-13,56.9,50.3,54.5,56.9,50.3,54.5,46.9,76.1,0.024,100,8.33,rain,0.0,0.0,43.4,28.3,227.3,990.6,98.3,8.5,57.0,4.9,3,,2023-03-13T06:19:52,2023-03-13T18:01:13,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-14,51.5,39.5,44.8,51.5,32.5,39.4,34.3,67.9,0.079,100,16.67,rain,0.0,0.0,28.1,18.3,291.6,1003.0,69.9,17.7,71.2,6.2,4,,2023-03-14T06:17:36,2023-03-14T18:02:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-15,47.6,33.9,42.0,42.4,32.1,38.3,36.1,80.6,0.087,100,25.0,rain,0.0,0.0,20.7,12.9,193.4,1015.6,45.6,12.9,81.0,7.0,4,,2023-03-15T06:15:20,2023-03-15T18:04:39,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-03-16,56.6,45.8,52.4,56.6,40.5,50.8,45.7,78.7,0.039,100,8.33,rain,0.0,0.0,25.3,17.2,194.6,1006.2,85.5,14.0,66.2,5.6,4,,2023-03-16T06:13:04,2023-03-16T18:06:22,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-17,59.1,51.2,54.0,59.1,51.2,54.0,49.4,84.8,0.195,100,20.83,rain,0.0,0.0,18.2,12.2,191.8,1003.8,87.5,11.1,34.1,3.0,2,,2023-03-17T06:10:48,2023-03-17T18:08:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-18,56.9,48.8,52.0,56.9,45.6,51.7,47.5,85.1,0.165,100,33.33,rain,0.0,0.0,15.5,10.0,203.4,1006.1,73.5,13.4,51.4,4.4,3,,2023-03-18T06:08:31,2023-03-18T18:09:46,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-19,52.1,44.0,48.3,52.1,39.8,45.4,39.8,73.1,0.055,100,8.33,rain,0.0,0.0,16.1,11.4,281.3,1015.7,83.6,16.2,63.7,5.4,2,,2023-03-19T06:06:15,2023-03-19T18:11:28,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-20,54.8,47.6,50.8,54.8,43.6,49.3,46.3,84.6,0.032,100,8.33,rain,0.0,0.0,20.9,14.0,220.8,1016.5,99.0,9.3,37.0,3.1,2,,2023-03-20T06:03:58,2023-03-20T18:13:10,0.96,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-21,57.5,48.5,52.5,57.5,44.0,51.8,46.4,80.2,0.016,100,8.33,rain,0.0,0.0,32.9,16.9,214.8,1009.0,90.6,11.4,65.8,5.9,3,,2023-03-21T06:01:41,2023-03-21T18:14:51,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"D5621,03672099999,03781099999,remote,03772099999,03770099999"
london,2023-03-22,60.1,51.0,54.0,60.1,51.0,54.0,47.4,78.8,0.048,100,20.83,rain,0.0,0.0,35.5,21.8,216.3,1000.0,93.4,10.7,68.5,5.9,5,,2023-03-22T05:59:24,2023-03-22T18:16:33,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-23,59.6,49.4,53.2,59.6,44.8,52.8,45.5,75.5,0.096,100,25.0,rain,0.0,0.0,36.4,23.7,220.9,997.1,88.1,8.9,82.3,7.1,4,,2023-03-23T05:57:07,2023-03-23T18:18:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-24,57.5,47.4,50.9,57.5,41.6,48.3,43.8,77.4,0.188,100,12.5,rain,0.0,0.0,32.2,20.3,230.0,998.0,66.2,9.7,105.7,9.3,5,,2023-03-24T05:54:50,2023-03-24T18:19:56,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,D4121,F4685,03772099999,03770099999"
london,2023-03-25,58.4,47.0,51.8,58.4,40.0,49.3,41.5,68.6,0.024,100,8.33,rain,0.0,0.0,34.3,24.3,250.2,1003.6,74.5,10.9,82.5,6.9,3,,2023-03-25T05:52:33,2023-03-25T18:21:37,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-03-26,49.4,44.3,46.9,47.7,40.0,43.3,40.5,79.1,0.245,100,37.5,rain,0.0,0.0,18.9,12.1,21.3,1007.0,89.0,9.2,42.9,3.5,2,,2023-03-26T06:50:16,2023-03-26T19:23:18,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-27,51.5,40.2,45.3,51.5,36.5,43.3,29.6,55.7,0.0,0,0.0,,0.0,0.0,13.2,6.5,11.7,1024.8,51.0,20.1,123.7,10.7,5,,2023-03-27T06:47:59,2023-03-27T19:24:59,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-28,48.5,42.2,45.7,44.1,37.6,40.6,38.2,75.5,0.088,100,25.0,rain,0.0,0.0,25.8,16.4,184.0,1019.3,85.2,12.8,39.0,3.5,1,,2023-03-28T06:45:42,2023-03-28T19:26:40,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-29,57.8,47.9,52.8,57.8,44.2,51.9,49.3,88.1,0.276,100,12.5,rain,0.0,0.0,25.4,15.7,204.0,1009.2,99.0,6.2,36.8,3.1,1,,2023-03-29T06:43:26,2023-03-29T19:28:21,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-30,60.2,51.5,55.5,60.2,51.5,55.5,48.2,76.8,0.032,100,12.5,rain,0.0,0.0,31.7,20.0,226.3,1003.3,93.7,9.6,88.0,7.6,5,,2023-03-30T06:41:09,2023-03-30T19:30:01,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-03-31,56.6,50.6,52.2,56.6,50.6,52.2,49.2,89.6,0.72,100,79.17,rain,0.0,0.0,28.7,19.8,233.3,989.1,97.1,6.4,48.3,4.2,2,,2023-03-31T06:38:53,2023-03-31T19:31:42,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-01,52.4,47.6,49.8,52.4,42.9,48.2,43.9,80.4,0.008,100,4.17,rain,0.0,0.0,19.7,11.7,341.9,1005.8,99.5,17.5,45.5,3.8,2,,2023-04-01T06:36:37,2023-04-01T19:33:23,0.35,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-02,53.7,43.1,47.4,53.7,38.8,43.5,36.9,68.1,0.0,0,0.0,,0.0,0.0,22.5,11.4,26.5,1025.0,70.7,19.2,87.5,7.6,4,,2023-04-02T06:34:21,2023-04-02T19:35:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-03,53.9,38.0,45.3,53.9,35.2,43.1,33.8,65.3,0.0,0,0.0,,0.0,0.0,17.4,11.4,76.8,1030.1,30.2,18.4,141.8,12.3,7,,2023-04-03T06:32:05,2023-04-03T19:36:44,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-04,57.5,36.7,46.5,57.5,36.7,45.4,33.0,61.0,0.0,0,0.0,,0.0,0.0,12.2,7.4,116.9,1027.3,0.0,18.2,159.2,13.7,7,,2023-04-04T06:29:50,2023-04-04T19:38:24,0.44,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-05,56.0,39.8,48.0,56.0,38.1,46.3,37.2,67.3,0.032,100,12.5,rain,0.0,0.0,15.7,12.1,216.3,1021.1,67.5,12.4,117.8,10.2,5,,2023-04-05T06:27:35,2023-04-05T19:40:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-06,58.4,47.4,51.3,58.4,43.9,49.7,45.4,81.5,0.189,100,45.83,rain,0.0,0.0,20.3,12.7,268.8,1014.2,79.4,16.5,64.3,5.5,3,,2023-04-06T06:25:21,2023-04-06T19:41:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-07,58.7,43.9,50.9,58.7,40.7,49.8,36.2,59.4,0.0,0,0.0,,0.0,0.0,12.3,6.7,345.1,1020.6,23.1,23.9,163.4,14.0,8,,2023-04-07T06:23:07,2023-04-07T19:43:26,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-08,58.7,40.2,49.4,58.7,40.2,48.9,40.5,73.6,0.0,0,0.0,,0.0,0.0,11.4,7.7,88.0,1025.3,20.5,16.1,122.5,10.5,6,,2023-04-08T06:20:53,2023-04-08T19:45:06,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-09,62.3,43.8,52.4,62.3,39.9,51.4,41.0,67.9,0.0,0,0.0,,0.0,0.0,15.2,10.7,155.7,1021.7,49.4,10.3,175.5,15.1,7,,2023-04-09T06:18:40,2023-04-09T19:46:47,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-10,61.0,46.7,53.7,61.0,40.4,53.1,44.6,73.2,0.541,100,54.17,rain,0.0,0.0,35.1,22.8,231.9,1010.3,78.1,12.8,57.3,4.9,2,,2023-04-10T06:16:28,2023-04-10T19:48:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-11,55.7,43.4,48.9,55.7,38.5,44.9,41.4,76.2,0.206,100,20.83,rain,0.0,0.0,38.0,20.1,223.7,1009.1,53.9,13.6,106.9,9.2,7,,2023-04-11T06:14:16,2023-04-11T19:50:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,remote,03772099999,03770099999"
london,2023-04-12,52.1,42.5,47.1,52.1,37.6,42.4,39.3,74.9,0.071,100,25.0,rain,0.0,0.0,45.3,26.8,229.4,993.7,71.0,15.7,136.9,11.9,7,,2023-04-12T06:12:04,2023-04-12T19:51:48,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-13,55.7,44.0,49.1,55.7,37.3,45.4,35.8,61.8,0.0,0,0.0,,0.0,0.0,27.0,18.2,260.6,1001.3,47.6,23.4,153.0,13.3,7,,2023-04-13T06:09:53,2023-04-13T19:53:28,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-14,51.0,42.2,47.1,51.0,39.5,44.6,40.8,79.1,0.485,100,20.83,rain,0.0,0.0,22.2,15.1,144.7,1004.4,83.4,15.4,64.5,5.5,2,,2023-04-14T06:07:43,2023-04-14T19:55:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-15,60.2,45.2,50.5,60.2,40.7,48.6,43.2,77.3,0.032,100,8.33,rain,0.0,0.0,15.7,9.6,352.0,1017.4,86.6,16.2,98.7,8.5,5,,2023-04-15T06:05:34,2023-04-15T19:56:49,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-16,61.1,45.8,53.8,61.1,44.3,53.7,42.8,67.9,0.0,0,0.0,,0.0,0.0,11.7,8.5,272.8,1025.9,64.4,19.4,110.1,9.6,4,,2023-04-16T06:03:25,2023-04-16T19:58:29,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-17,62.7,48.5,55.1,62.7,45.7,54.9,45.4,70.8,0.024,100,12.5,rain,0.0,0.0,17.7,11.3,72.0,1027.4,54.5,14.8,160.3,13.7,7,,2023-04-17T06:01:17,2023-04-17T20:00:10,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-18,53.3,45.8,49.7,53.3,40.4,47.8,40.8,72.0,0.0,0,0.0,,0.0,0.0,26.9,16.5,57.3,1027.6,89.5,10.2,64.1,5.4,4,,2023-04-18T05:59:09,2023-04-18T20:01:50,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-04-19,60.2,47.0,52.3,60.2,42.5,50.6,41.5,68.0,0.0,0,0.0,,0.0,0.0,27.8,18.3,69.5,1025.0,43.2,11.7,115.8,9.7,6,,2023-04-19T05:57:03,2023-04-19T20:03:30,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-20,60.5,43.9,49.8,60.5,40.3,47.2,36.8,64.0,0.063,100,16.67,rain,0.0,0.0,30.5,17.6,44.5,1021.1,29.5,16.9,154.0,13.4,8,,2023-04-20T05:54:57,2023-04-20T20:05:10,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-21,54.2,44.9,48.1,54.2,40.8,45.8,41.3,78.2,0.048,100,12.5,rain,0.0,0.0,18.1,10.2,54.9,1012.5,76.9,7.5,59.7,5.2,3,,2023-04-21T05:52:53,2023-04-21T20:06:50,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-22,58.3,40.7,49.9,58.3,40.7,49.8,40.0,71.7,0.0,0,0.0,,0.0,0.0,18.6,12.0,199.3,1005.7,67.1,8.6,114.3,9.9,6,,2023-04-22T05:50:49,2023-04-22T20:08:30,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-23,59.3,47.6,52.2,59.3,42.9,51.5,45.8,79.6,0.144,100,29.17,rain,0.0,0.0,20.0,12.3,233.8,1001.2,89.3,14.6,60.0,5.1,2,,2023-04-23T05:48:46,2023-04-23T20:10:10,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-24,54.2,44.0,48.2,54.2,39.0,45.4,41.5,79.0,0.308,100,29.17,rain,0.0,0.0,17.1,10.3,341.8,1009.6,82.9,10.5,97.0,8.5,4,,2023-04-24T05:46:44,2023-04-24T20:11:50,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-25,52.4,38.5,45.8,52.4,34.2,43.0,31.7,59.5,0.0,0,0.0,,0.0,0.0,15.5,9.3,27.4,1018.0,35.5,20.6,149.3,13.0,8,,2023-04-25T05:44:43,2023-04-25T20:13:30,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-26,53.0,43.0,47.7,53.0,39.6,45.8,34.9,61.9,0.0,0,0.0,,0.0,0.0,18.8,10.7,117.3,1018.4,77.5,19.3,74.3,6.4,4,,2023-04-26T05:42:44,2023-04-26T20:15:09,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-27,57.8,43.9,50.2,57.8,41.1,48.9,41.3,73.0,0.246,100,33.33,rain,0.0,0.0,23.0,14.7,120.8,1015.1,71.7,8.6,87.5,7.6,4,,2023-04-27T05:40:45,2023-04-27T20:16:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-04-28,64.5,51.5,57.1,64.5,51.5,57.1,50.8,80.8,0.032,100,8.33,rain,0.0,0.0,19.8,14.7,274.0,1011.2,84.8,17.3,65.8,5.8,2,,2023-04-28T05:38:48,2023-04-28T20:18:28,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-29,65.9,45.8,55.6,65.9,45.8,55.6,44.4,67.6,0.0,0,0.0,,0.0,0.0,11.2,8.5,98.0,1020.3,22.5,11.5,170.2,14.8,8,,2023-04-29T05:36:52,2023-04-29T20:20:07,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-04-30,65.4,46.1,56.2,65.4,46.1,56.0,43.8,65.5,0.0,0,0.0,,0.0,0.0,16.1,10.9,195.2,1021.0,38.0,9.6,164.9,14.3,7,,2023-04-30T05:34:57,2023-04-30T20:21:45,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-05-01,63.8,52.4,57.9,63.8,52.4,57.9,46.1,65.7,0.0,0,0.0,,0.0,0.0,16.2,11.7,295.9,1018.1,75.8,19.8,95.9,8.3,5,,2023-05-01T05:33:03,2023-05-01T20:23:24,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-02,58.7,48.8,53.9,58.7,44.8,53.6,44.3,70.5,0.0,0,0.0,,0.0,0.0,15.7,10.7,76.9,1026.0,62.2,15.7,103.0,8.9,6,,2023-05-02T05:31:11,2023-05-02T20:25:02,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,F4685,03772099999,03770099999"
london,2023-05-03,58.7,44.8,51.4,58.7,42.4,50.2,40.2,66.7,0.0,0,0.0,,0.0,0.0,21.4,13.6,88.5,1025.8,7.3,14.7,154.0,13.3,8,,2023-05-03T05:29:20,2023-05-03T20:26:40,0.43,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-04,65.9,47.6,56.7,65.9,44.0,55.7,46.7,70.1,0.0,0,0.0,,0.0,0.0,21.9,16.1,107.3,1015.4,48.5,12.2,153.4,13.2,8,,2023-05-04T05:27:31,2023-05-04T20:28:17,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-05-05,66.8,53.7,59.7,66.8,53.7,59.7,50.8,73.4,0.125,100,12.5,rain,0.0,0.0,21.9,14.5,212.0,1013.9,71.2,16.1,96.3,8.4,5,,2023-05-05T05:25:43,2023-05-05T20:29:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-05-06,58.7,51.5,56.3,58.7,51.5,56.3,52.9,88.5,0.191,100,37.5,rain,0.0,0.0,16.1,10.4,174.7,1013.7,87.1,7.8,65.3,5.7,2,,2023-05-06T05:23:56,2023-05-06T20:31:31,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-07,69.2,54.6,60.5,69.2,54.6,60.5,51.9,75.0,0.0,0,0.0,,0.0,0.0,11.7,8.2,266.4,1017.0,74.0,15.3,94.1,8.1,5,,2023-05-07T05:22:11,2023-05-07T20:33:07,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-08,60.2,52.1,56.6,60.2,52.1,56.6,51.4,82.9,0.016,100,4.17,rain,0.0,0.0,21.2,13.8,201.5,1019.1,71.4,12.1,83.4,7.2,3,,2023-05-08T05:20:28,2023-05-08T20:34:42,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-09,66.4,53.7,59.0,66.4,53.7,59.0,53.2,82.3,0.403,100,33.33,rain,0.0,0.0,14.6,10.3,258.7,1010.9,90.1,13.7,102.5,9.0,5,,2023-05-09T05:18:47,2023-05-09T20:36:17,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-05-10,64.6,51.2,57.3,64.6,51.2,57.3,49.9,77.7,0.017,100,4.17,rain,0.0,0.0,16.4,10.9,275.2,1012.6,65.3,15.3,136.2,11.7,6,,2023-05-10T05:17:07,2023-05-10T20:37:52,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-05-11,61.9,50.1,56.3,61.9,50.1,56.3,47.4,73.2,0.039,100,8.33,rain,0.0,0.0,11.8,8.6,263.4,1015.8,66.6,20.7,134.5,11.4,8,,2023-05-11T05:15:29,2023-05-11T20:39:25,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-12,59.1,51.2,53.4,59.1,51.2,53.4,48.1,82.6,0.016,100,4.17,rain,0.0,0.0,28.6,16.8,21.4,1022.2,83.7,10.7,65.4,5.7,4,,2023-05-12T05:13:52,2023-05-12T20:40:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-13,56.4,50.1,52.4,56.4,50.1,52.4,47.2,82.7,0.0,0,0.0,,0.0,0.0,21.3,11.5,23.9,1026.1,97.9,9.0,71.1,5.9,3,,2023-05-13T05:12:18,2023-05-13T20:42:31,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-05-14,69.2,47.9,57.5,69.2,46.5,57.2,46.5,69.3,0.0,0,0.0,,0.0,0.0,13.4,9.9,307.6,1020.7,65.5,11.3,152.2,13.2,8,,2023-05-14T05:10:46,2023-05-14T20:44:02,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-15,60.2,52.1,56.6,60.2,52.1,56.6,42.3,60.2,0.118,100,20.83,rain,0.0,0.0,25.6,14.2,353.2,1019.9,56.8,24.3,134.6,11.6,5,,2023-05-15T05:09:15,2023-05-15T20:45:33,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-16,63.7,47.0,55.5,63.7,45.4,55.2,41.1,59.9,0.0,0,0.0,,0.0,0.0,21.7,12.2,330.6,1024.9,30.4,17.9,209.5,18.2,9,,2023-05-16T05:07:47,2023-05-16T20:47:02,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,remote,03772099999,03770099999"
london,2023-05-17,63.6,47.9,56.8,63.6,46.4,56.7,44.9,65.5,0.0,0,0.0,,0.0,0.0,13.6,7.5,3.7,1028.2,41.1,14.4,147.1,12.7,7,,2023-05-17T05:06:20,2023-05-17T20:48:31,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-18,66.3,49.2,58.2,66.3,49.2,58.2,44.8,62.0,0.0,0,0.0,,0.0,0.0,13.4,8.5,93.4,1028.0,47.1,17.4,183.4,15.8,7,,2023-05-18T05:04:56,2023-05-18T20:49:58,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,remote,03772099999,03770099999"
london,2023-05-19,63.2,50.3,56.7,63.2,50.3,56.7,44.4,64.3,0.0,0,0.0,,0.0,0.0,16.2,10.9,61.4,1027.1,55.4,16.9,98.7,8.7,4,,2023-05-19T05:03:33,2023-05-19T20:51:25,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-20,68.1,47.6,57.8,68.1,44.0,57.2,43.0,60.6,0.0,0,0.0,,0.0,0.0,22.5,13.2,40.6,1025.2,39.9,17.0,191.6,16.2,9,,2023-05-20T05:02:13,2023-05-20T20:52:50,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-21,64.7,48.8,58.0,64.7,45.5,57.6,44.2,61.2,0.0,0,0.0,,0.0,0.0,21.6,12.5,30.7,1021.6,43.9,21.7,156.1,13.6,7,,2023-05-21T05:00:56,2023-05-21T20:54:14,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-22,67.4,54.2,59.3,67.4,54.2,59.3,44.1,57.9,0.0,0,0.0,,0.0,0.0,25.8,14.9,12.2,1021.1,62.5,23.1,79.5,7.0,3,,2023-05-22T04:59:40,2023-05-22T20:55:37,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-23,64.1,50.6,57.2,64.1,50.6,57.2,44.4,63.5,0.0,0,0.0,,0.0,0.0,16.2,10.7,36.0,1026.4,27.0,18.2,147.2,12.5,7,,2023-05-23T04:58:27,2023-05-23T20:56:59,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-05-24,70.1,49.2,60.5,70.1,47.6,60.4,46.1,60.7,0.0,0,0.0,,0.0,0.0,16.1,8.9,10.0,1025.7,14.3,15.0,201.8,17.4,8,,2023-05-24T04:57:17,2023-05-24T20:58:19,0.15,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,D4121,03772099999,03770099999"
