name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2023-05-25,63.8,53.3,59.1,63.8,53.3,59.1,46.1,62.7,0.0,0,0.0,,0.0,0.0,20.8,10.6,56.2,1029.2,56.5,13.7,131.4,11.2,6,,2023-05-25T04:56:08,2023-05-25T20:59:37,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-26,67.2,50.2,57.6,67.2,50.2,57.6,43.4,60.5,0.0,0,0.0,,0.0,0.0,21.7,13.3,67.6,1031.2,25.8,12.5,215.7,18.6,9,,2023-05-26T04:55:03,2023-05-26T21:00:54,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-05-27,70.1,49.2,58.4,70.1,46.7,58.0,45.9,65.2,0.0,0,0.0,,0.0,0.0,15.6,9.3,65.6,1026.5,16.5,12.6,209.6,18.2,9,,2023-05-27T04:53:59,2023-05-27T21:02:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-28,71.9,50.6,61.0,71.9,50.6,61.0,43.1,55.6,0.0,0,0.0,,0.0,0.0,23.9,15.0,59.6,1023.2,7.9,16.9,212.9,18.4,8,,2023-05-28T04:52:59,2023-05-28T21:03:23,0.28,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-29,63.8,48.5,56.4,63.8,44.7,55.9,41.4,58.5,0.0,0,0.0,,0.0,0.0,25.3,16.7,56.5,1027.4,21.8,17.4,182.3,15.8,8,,2023-05-29T04:52:01,2023-05-29T21:04:35,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-30,62.0,50.3,55.8,62.0,50.3,55.8,44.6,66.3,0.0,0,0.0,,0.0,0.0,24.0,15.2,49.8,1029.1,74.3,18.1,143.5,12.4,8,,2023-05-30T04:51:06,2023-05-30T21:05:45,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-05-31,65.4,51.2,57.1,65.4,51.2,57.1,48.1,72.8,0.0,0,0.0,,0.0,0.0,21.9,14.0,52.5,1026.8,88.1,20.2,107.3,9.3,6,,2023-05-31T04:50:13,2023-05-31T21:06:53,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-01,67.4,50.6,56.7,67.4,50.6,56.7,46.3,68.9,0.0,0,0.0,,0.0,0.0,25.3,13.5,48.0,1025.4,73.9,16.9,102.5,8.8,6,,2023-06-01T04:49:23,2023-06-01T21:08:00,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-02,66.5,51.9,57.1,66.5,51.9,57.1,42.4,58.7,0.0,0,0.0,,0.0,0.0,22.2,13.3,50.7,1024.4,62.2,19.2,179.5,15.6,9,,2023-06-02T04:48:36,2023-06-02T21:09:04,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-03,71.0,48.3,59.0,71.0,45.3,58.4,46.5,65.6,0.0,0,0.0,,0.0,0.0,21.8,13.2,55.0,1023.3,37.9,16.3,114.3,9.8,6,,2023-06-03T04:47:52,2023-06-03T21:10:06,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-04,71.7,50.3,60.9,71.7,50.3,60.9,46.0,60.3,0.0,0,0.0,,0.0,0.0,18.8,11.4,56.0,1023.7,0.0,23.4,217.5,18.7,9,,2023-06-04T04:47:11,2023-06-04T21:11:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-05,64.1,51.2,56.8,64.1,51.2,56.8,45.3,66.0,0.0,0,0.0,,0.0,0.0,19.1,12.0,51.4,1024.4,72.5,22.2,99.7,8.5,5,,2023-06-05T04:46:32,2023-06-05T21:12:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-06,61.8,53.3,56.7,61.8,53.3,56.7,45.2,65.4,0.0,0,0.0,,0.0,0.0,20.9,13.4,53.5,1023.4,94.5,22.0,94.4,8.4,3,,2023-06-06T04:45:57,2023-06-06T21:12:58,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-06-07,70.8,51.9,58.8,70.8,51.9,58.8,47.8,67.8,0.0,0,0.0,,0.0,0.0,18.8,12.0,65.3,1021.8,53.4,15.6,145.6,12.4,9,,2023-06-07T04:45:24,2023-06-07T21:13:51,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-06-08,71.9,51.9,60.3,71.9,51.9,60.3,47.4,63.9,0.0,0,0.0,,0.0,0.0,24.8,12.6,64.7,1018.5,36.3,17.8,225.8,19.6,9,,2023-06-08T04:44:55,2023-06-08T21:14:41,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,F6665,remote,03772099999,03770099999"
london,2023-06-09,78.2,53.7,65.2,78.2,53.7,65.2,52.7,65.8,0.0,0,0.0,,0.0,0.0,23.0,14.3,66.2,1014.1,31.5,12.1,212.7,18.3,8,,2023-06-09T04:44:28,2023-06-09T21:15:29,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-10,85.7,57.3,72.1,83.6,57.3,71.7,54.6,57.4,0.0,0,0.0,,0.0,0.0,20.6,14.1,79.6,1013.0,5.3,12.7,213.9,18.5,8,,2023-06-10T04:44:05,2023-06-10T21:16:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-11,87.1,61.9,73.3,85.5,61.9,73.0,55.5,55.8,0.001,100,4.17,rain,0.0,0.0,20.2,14.1,42.2,1013.7,21.6,12.9,204.2,17.7,8,,2023-06-11T04:43:44,2023-06-11T21:16:57,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-12,82.7,63.8,72.8,84.0,63.8,73.0,59.9,65.3,0.003,100,8.33,rain,0.0,0.0,16.3,13.1,72.5,1014.3,36.7,10.6,152.8,13.2,6,,2023-06-12T04:43:27,2023-06-12T21:17:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-13,83.0,60.5,71.8,81.2,60.5,71.5,48.4,46.2,0.0,0,0.0,,0.0,0.0,26.5,16.2,66.0,1014.2,2.4,16.1,217.8,18.9,8,,2023-06-13T04:43:13,2023-06-13T21:18:15,0.83,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-14,83.5,54.6,69.5,81.8,54.6,69.1,47.2,48.2,0.0,0,0.0,,0.0,0.0,16.1,9.7,61.8,1017.2,3.7,19.0,218.3,18.9,9,,2023-06-14T04:43:01,2023-06-14T21:18:49,0.87,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,D4121,03772099999,03770099999"
london,2023-06-15,82.1,59.2,70.2,80.5,59.2,70.1,50.6,52.4,0.0,0,0.0,,0.0,0.0,15.4,9.5,65.8,1019.9,8.1,17.1,201.9,17.5,8,,2023-06-15T04:42:53,2023-06-15T21:19:21,0.9,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-16,82.6,59.6,70.6,80.6,59.6,70.5,47.4,46.4,0.0,0,0.0,,0.0,0.0,15.6,10.1,71.4,1019.2,6.3,17.4,223.8,19.1,9,,2023-06-16T04:42:48,2023-06-16T21:19:50,0.94,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-17,78.0,58.4,68.8,78.0,58.4,68.8,51.1,53.9,0.0,0,0.0,,0.0,0.0,12.3,8.7,80.5,1014.3,25.4,14.4,168.6,14.5,7,,2023-06-17T04:42:46,2023-06-17T21:20:15,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-18,81.2,62.3,68.8,82.0,62.3,68.8,59.9,74.9,0.048,100,16.67,rain,0.0,0.0,20.8,14.2,168.1,1008.9,64.7,6.8,154.0,13.3,7,,2023-06-18T04:42:47,2023-06-18T21:20:38,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-19,77.1,59.6,68.2,77.1,59.6,68.2,56.1,67.8,0.0,0,0.0,,0.0,0.0,20.8,13.6,206.3,1010.2,49.4,8.8,182.7,15.9,9,,2023-06-19T04:42:51,2023-06-19T21:20:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-20,72.7,63.8,68.4,72.7,63.8,68.4,58.8,72.0,0.002,100,8.33,rain,0.0,0.0,26.4,15.4,192.9,1008.0,72.6,10.8,116.2,10.2,5,,2023-06-20T04:42:58,2023-06-20T21:21:15,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-21,78.2,60.2,69.5,78.2,60.2,69.5,56.5,65.3,0.43,100,4.17,rain,0.0,0.0,20.8,11.5,233.1,1015.4,28.2,10.6,185.8,16.0,8,,2023-06-21T04:43:08,2023-06-21T21:21:29,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-22,81.6,60.1,70.8,80.6,60.1,70.7,55.6,61.7,0.0,0,0.0,,0.0,0.0,16.1,10.6,356.4,1018.4,28.2,10.5,189.0,16.4,8,,2023-06-22T04:43:21,2023-06-22T21:21:40,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-23,80.9,62.3,71.8,80.0,62.3,71.8,54.6,56.6,0.0,0,0.0,,0.0,0.0,18.3,13.0,251.3,1023.0,13.6,12.2,153.0,12.9,6,,2023-06-23T04:43:37,2023-06-23T21:21:48,0.17,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-24,82.1,61.9,72.0,81.9,61.9,72.0,58.9,65.2,0.0,0,0.0,,0.0,0.0,12.8,9.5,220.1,1022.7,41.5,11.0,149.6,13.1,8,,2023-06-24T04:43:56,2023-06-24T21:21:52,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-25,87.5,63.7,75.1,86.4,63.7,74.8,56.2,53.7,0.0,0,0.0,,0.0,0.0,27.7,18.0,208.3,1014.6,5.8,13.1,209.8,18.1,9,,2023-06-25T04:44:18,2023-06-25T21:21:54,0.24,Clear,Clear conditions throughout the day.,clear-day,"D5621,03781099999,03672099999,D4121,03772099999,03770099999"
london,2023-06-26,71.9,59.3,66.3,71.9,59.3,66.3,48.5,54.9,0.0,0,0.0,,0.0,0.0,23.7,16.5,277.7,1019.2,18.7,12.4,159.4,13.8,6,,2023-06-26T04:44:43,2023-06-26T21:21:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-27,72.8,59.3,66.4,72.8,59.3,66.4,51.9,60.3,0.0,0,0.0,,0.0,0.0,18.3,12.3,253.7,1020.9,70.6,11.5,130.4,11.2,4,,2023-06-27T04:45:11,2023-06-27T21:21:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-28,76.4,65.6,69.5,76.4,65.6,69.5,60.3,73.1,0.0,0,0.0,,0.0,0.0,16.1,10.8,240.8,1016.9,86.3,8.4,95.4,8.2,3,,2023-06-28T04:45:41,2023-06-28T21:21:40,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-06-29,72.8,60.5,66.6,72.8,60.5,66.6,55.1,69.4,0.018,100,8.33,rain,0.0,0.0,16.1,9.3,323.6,1015.7,69.7,10.2,120.3,10.4,6,,2023-06-29T04:46:15,2023-06-29T21:21:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,D4121,03772099999,03770099999"
london,2023-06-30,66.5,56.5,62.9,66.5,56.5,62.9,52.5,69.5,0.0,0,0.0,,0.0,0.0,25.3,16.1,233.1,1012.1,65.8,11.0,101.3,8.8,6,,2023-06-30T04:46:51,2023-06-30T21:21:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-01,71.9,63.8,67.1,71.9,63.8,67.1,54.3,65.7,0.0,0,0.0,,0.0,0.0,30.0,17.5,273.2,1006.0,83.9,10.5,111.0,9.6,5,,2023-07-01T04:47:29,2023-07-01T21:20:58,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,D4121,03772099999,03770099999"
london,2023-07-02,68.3,56.5,63.0,68.3,56.5,63.0,46.3,55.9,0.0,0,0.0,,0.0,0.0,27.7,18.7,265.4,1011.4,34.3,9.3,140.8,12.3,6,,2023-07-02T04:48:11,2023-07-02T21:20:38,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-07-03,70.0,54.6,61.8,70.0,54.6,61.8,47.3,60.1,0.0,0,0.0,,0.0,0.0,28.9,22.4,256.4,1010.8,47.4,10.7,135.8,11.8,7,,2023-07-03T04:48:54,2023-07-03T21:20:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-04,65.9,55.7,59.8,65.9,55.7,59.8,51.6,75.5,0.005,100,8.33,rain,0.0,0.0,21.9,11.4,249.7,1010.0,79.3,8.9,66.1,5.8,3,,2023-07-04T04:49:41,2023-07-04T21:19:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-05,69.0,51.2,60.5,69.0,51.2,60.5,49.7,70.6,0.0,0,0.0,,0.0,0.0,23.0,16.5,270.4,1010.7,65.2,12.3,119.4,10.4,7,,2023-07-05T04:50:29,2023-07-05T21:19:19,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-06,71.0,53.0,63.0,71.0,53.0,63.0,47.9,59.9,0.008,100,4.17,rain,0.0,0.0,25.7,13.2,224.5,1015.7,45.4,12.9,174.4,15.0,10,,2023-07-06T04:51:20,2023-07-06T21:18:46,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-07,85.3,53.9,70.7,83.8,53.9,70.3,50.9,52.7,0.0,0,0.0,,0.0,0.0,20.1,11.7,142.4,1015.2,39.6,12.8,240.3,20.5,9,,2023-07-07T04:52:14,2023-07-07T21:18:11,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-08,77.3,66.5,71.2,77.3,66.5,71.2,60.9,70.8,0.0,0,0.0,,0.0,0.0,19.7,9.5,159.2,1014.7,57.3,11.4,87.2,7.5,3,,2023-07-08T04:53:10,2023-07-08T21:17:32,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-09,73.7,62.9,67.5,73.7,62.9,67.5,56.5,69.4,0.0,0,0.0,,0.0,0.0,21.9,13.9,221.3,1018.8,42.2,11.1,114.0,10.0,5,,2023-07-09T04:54:07,2023-07-09T21:16:51,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-10,74.9,59.1,67.2,74.9,59.1,67.2,54.8,66.2,0.0,0,0.0,,0.0,0.0,29.3,16.9,208.4,1019.0,47.1,10.5,238.2,20.5,10,,2023-07-10T04:55:07,2023-07-10T21:16:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-11,73.1,63.8,67.7,73.1,63.8,67.7,56.1,67.3,0.008,100,4.17,rain,0.0,0.0,27.7,18.4,220.4,1010.1,82.5,10.9,141.0,12.1,9,,2023-07-11T04:56:09,2023-07-11T21:15:20,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-12,70.9,58.7,64.9,70.9,58.7,64.9,54.1,69.3,0.0,0,0.0,,0.0,0.0,23.0,15.9,250.4,1011.3,56.7,10.8,216.7,18.8,9,,2023-07-12T04:57:13,2023-07-12T21:14:30,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-07-13,71.7,57.3,64.0,71.7,57.3,64.0,54.1,71.2,0.009,100,8.33,rain,0.0,0.0,19.7,12.9,239.0,1015.8,51.0,12.8,136.3,11.8,5,,2023-07-13T04:58:19,2023-07-13T21:13:37,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F6665,03781099999,03672099999,03772099999,03770099999"
london,2023-07-14,65.6,59.3,62.6,65.6,59.3,62.6,57.7,84.2,0.002,100,4.17,rain,0.0,0.0,31.1,13.5,170.6,1008.6,72.8,8.0,39.7,3.4,1,,2023-07-14T04:59:27,2023-07-14T21:12:42,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-15,70.1,61.1,64.9,70.1,61.1,64.9,54.3,70.0,0.281,100,4.17,rain,0.0,0.0,39.1,25.9,216.4,1000.8,86.0,8.7,201.8,17.3,10,,2023-07-15T05:00:37,2023-07-15T21:11:44,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-16,70.1,58.4,64.0,70.1,58.4,64.0,50.9,63.8,0.0,0,0.0,,0.0,0.0,31.1,20.7,235.8,1009.1,70.4,10.1,178.0,15.2,8,,2023-07-16T05:01:48,2023-07-16T21:10:43,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-17,72.8,55.5,63.6,72.8,55.5,63.6,52.6,70.4,0.102,100,4.17,rain,0.0,0.0,21.9,16.2,247.9,1017.3,27.2,11.3,216.7,18.8,9,,2023-07-17T05:03:01,2023-07-17T21:09:39,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-18,73.7,54.2,64.8,73.7,54.2,64.8,51.5,63.8,0.0,0,0.0,,0.0,0.0,17.2,11.8,228.4,1018.0,45.4,13.0,141.0,12.2,8,,2023-07-18T05:04:15,2023-07-18T21:08:33,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-19,73.7,60.2,66.2,73.7,60.2,66.2,53.6,65.6,0.031,100,4.17,rain,0.0,0.0,23.9,13.4,281.1,1014.9,72.8,11.5,135.2,11.7,5,,2023-07-19T05:05:31,2023-07-19T21:07:25,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-07-20,71.7,58.3,65.6,71.7,58.3,65.6,48.5,55.6,0.008,100,4.17,rain,0.0,0.0,13.9,8.9,320.4,1015.1,44.5,15.8,108.2,9.4,5,,2023-07-20T05:06:48,2023-07-20T21:06:14,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-21,67.8,52.9,61.0,67.8,52.9,61.0,47.9,62.8,0.0,0,0.0,,0.0,0.0,18.3,12.3,285.8,1013.9,45.1,14.1,133.3,11.5,8,,2023-07-21T05:08:07,2023-07-21T21:05:01,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999"
london,2023-07-22,64.5,54.8,58.9,64.5,54.8,58.9,53.9,84.0,0.203,100,33.33,rain,0.0,0.0,31.1,16.7,219.8,1010.7,84.1,10.4,70.5,6.0,3,,2023-07-22T05:09:27,2023-07-22T21:03:45,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999"
london,2023-07-23,72.3,60.1,65.6,72.3,60.1,65.6,58.1,78.5,0.17,100,25.0,rain,0.0,0.0,27.7,17.0,227.6,1003.1,70.1,12.1,155.7,13.5,8,,2023-07-23T05:10:48,2023-07-23T21:02:27,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5621,03781099999,03672099999,03772099999"
london,2023-07-24,61.3,57.5,59.6,61.3,57.5,59.6,54.8,84.4,0.033,100,16.67,rain,0.0,0.0,19.0,11.8,344.9,1005.3,84.8,9.7,47.8,3.9,1,,2023-07-24T05:12:10,2023-07-24T21:01:06,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999"
london,2023-07-25,67.4,53.6,60.7,67.4,53.6,60.7,48.5,66.8,0.0,0,0.0,,0.0,0.0,18.3,12.4,304.5,1010.3,50.4,13.4,129.0,11.2,9,,2023-07-25T05:13:34,2023-07-25T20:59:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-26,72.2,51.2,61.2,72.2,51.2,61.2,50.1,69.9,0.275,100,16.67,rain,0.0,0.0,23.0,15.0,223.9,1011.9,40.7,12.7,174.4,15.1,9,,2023-07-26T05:14:58,2023-07-26T20:58:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-27,71.9,61.1,66.7,71.9,61.1,66.7,62.0,85.1,0.095,100,16.67,rain,0.0,0.0,32.2,14.1,230.6,1003.5,94.0,7.1,77.5,6.7,3,,2023-07-27T05:16:24,2023-07-27T20:56:52,0.32,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D5621,F6665,03781099999,03672099999,03772099999,03770099999"
london,2023-07-28,72.8,63.2,67.0,72.8,63.2,67.0,58.6,75.0,0.0,0,0.0,,0.0,0.0,24.2,14.5,243.0,1005.8,89.0,14.3,86.5,7.7,3,,2023-07-28T05:17:50,2023-07-28T20:55:23,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-29,73.1,61.4,66.5,73.1,61.4,66.5,54.8,67.9,0.008,100,4.17,rain,0.0,0.0,25.3,17.0,246.7,1006.2,67.3,12.2,116.8,10.3,9,,2023-07-29T05:19:17,2023-07-29T20:53:52,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-07-30,68.6,58.7,63.4,68.6,58.7,63.4,55.5,76.4,0.009,100,8.33,rain,0.0,0.0,25.3,18.2,241.5,1010.5,77.9,9.6,131.8,11.5,7,,2023-07-30T05:20:45,2023-07-30T20:52:19,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-31,69.0,61.1,64.6,69.0,61.1,64.6,58.5,81.1,0.461,100,4.17,rain,0.0,0.0,25.3,18.0,243.0,1004.7,78.2,10.4,57.4,5.0,2,,2023-07-31T05:22:14,2023-07-31T20:50:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-01,73.5,57.8,64.3,73.5,57.8,64.3,54.2,71.7,0.039,100,4.17,rain,0.0,0.0,24.2,15.0,254.9,1001.3,66.5,12.3,116.5,10.0,6,,2023-08-01T05:23:43,2023-08-01T20:49:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-02,65.9,60.2,62.9,65.9,60.2,62.9,58.9,86.9,0.288,100,33.33,rain,0.0,0.0,30.0,18.7,230.3,988.7,86.0,8.5,98.0,8.4,5,,2023-08-02T05:25:13,2023-08-02T20:47:29,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-03,69.0,59.6,64.4,69.0,59.6,64.4,53.6,69.1,0.227,100,4.17,rain,0.0,0.0,19.7,11.3,319.7,1004.0,72.5,13.4,122.6,10.6,8,,2023-08-03T05:26:44,2023-08-03T20:45:48,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-04,67.2,59.3,62.9,67.2,59.3,62.9,53.6,72.1,0.0,0,0.0,,0.0,0.0,16.1,11.5,302.1,1016.6,76.5,13.6,97.0,8.3,9,,2023-08-04T05:28:15,2023-08-04T20:44:06,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-05,65.4,55.7,59.4,65.4,55.7,59.4,54.1,83.0,0.001,100,4.17,rain,0.0,0.0,28.9,16.6,238.7,1008.1,87.7,9.5,56.9,4.8,2,,2023-08-05T05:29:47,2023-08-05T20:42:22,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-08-06,68.6,51.9,60.6,68.6,51.9,60.6,49.4,68.1,0.242,100,4.17,rain,0.0,0.0,27.1,13.4,307.5,1016.1,50.4,14.2,137.2,12.0,9,,2023-08-06T05:31:20,2023-08-06T20:40:37,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
